implementing_agency,period,n_works_in_period,log_median_amount,round_rate,completion_rate,median_delay,templating_rate,backdated_rate,rs_total
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2023Q4,69,5.992641869878398,0.3333333333333333,0.5072463768115942,807.0,0.0,0.0,78225043.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2024Q1,56,6.043262241210435,0.5892857142857143,0.30357142857142855,724.0,0.0,0.0,79155874.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2024Q3,6,5.688174572174621,0.3333333333333333,0.6666666666666666,520.0,0.0,0.0,2475420.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2024Q4,41,5.99256014485912,0.4146341463414634,0.34146341463414637,467.5,0.0,0.0,59154993.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2025Q1,38,5.929418925714293,0.6052631578947368,0.2894736842105263,343.0,0.18421052631578946,0.0,427198400.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2025Q2,31,5.954242509439325,0.5483870967741935,0.12903225806451613,278.5,0.03225806451612903,0.0,47871600.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2025Q3,32,5.999973072907373,0.75,0.0625,212.0,0.0,0.0,49450971.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2025Q4,16,5.994252685735575,0.6875,0.0,345.0,0.0,0.0,18307707.0
KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),2026Q1,43,5.8512583487190755,0.7441860465116279,0.0,345.0,0.11627906976744186,0.0,43009407.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2022Q1,1,5.734799829588847,0.0,1.0,1438.0,0.0,0.0,543000.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2022Q2,2,6.072999061792436,0.0,1.0,1210.5,0.5,0.0,2366078.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2022Q4,1,6.0,1.0,0.0,345.0,0.0,0.0,1000000.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2023Q1,4,6.095923740351463,0.25,0.5,1072.0,0.0,0.0,6027272.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2023Q4,1,6.138302698166282,0.0,0.0,345.0,0.0,0.0,1375000.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2024Q1,104,5.779732457529729,0.33653846153846156,0.625,667.0,0.0,0.0,82813042.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2024Q3,27,6.096910013008056,0.4074074074074074,0.4444444444444444,90.0,0.037037037037037035,0.07407407407407407,38155028.34
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2024Q4,11,5.791341810481366,0.36363636363636365,0.6363636363636364,382.0,0.0,0.0,8512021.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2025Q1,65,5.477121254719663,0.5384615384615384,0.3384615384615385,358.0,0.0,0.0,30846314.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2025Q2,41,5.698970004336019,0.6585365853658537,0.07317073170731707,263.0,0.0,0.0,35295219.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2025Q3,76,5.531478917042255,0.5657894736842105,0.0,345.0,0.0,0.0,44615710.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2025Q4,68,5.5298151966446305,0.5588235294117647,0.0,345.0,0.0,0.0,34413073.0
KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),2026Q1,16,6.062055435609746,0.75,0.0,345.0,0.0,0.0,20030201.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2023Q3,17,5.477121254719663,0.35294117647058826,0.7647058823529411,886.0,0.8235294117647058,0.0,6468660.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2023Q4,2,5.477121254719663,1.0,0.0,345.0,0.5,0.0,600000.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2024Q1,2,5.410027745283311,0.0,1.0,695.5,0.0,0.0,514112.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2024Q3,4,6.0,0.75,0.25,475.0,0.0,0.0,3985000.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2024Q4,5,5.954242509439325,1.0,0.0,345.0,0.0,0.0,3700000.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2025Q1,7,5.698970004336019,0.8571428571428571,0.0,345.0,0.0,0.0,4999000.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2025Q2,3,5.414973347970818,0.0,0.0,345.0,0.0,0.0,780000.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2025Q3,7,5.698970004336019,0.5714285714285714,0.0,345.0,0.0,0.0,5194000.0
KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),2025Q4,2,6.060508975605297,0.0,0.0,345.0,0.0,0.0,2299000.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2023Q4,151,5.477121254719663,0.6357615894039735,0.36423841059602646,834.0,0.1390728476821192,0.0,52927954.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2024Q1,56,5.477121254719663,0.48214285714285715,0.30357142857142855,754.0,0.0,0.0,15279378.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2024Q4,13,5.696727608616273,0.46153846153846156,0.5384615384615384,440.0,0.0,0.0,10679803.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2025Q1,52,5.696695739831628,0.7307692307692307,0.2692307692307692,380.0,0.0,0.0,27417504.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2025Q2,32,5.696514960280562,0.34375,0.3125,314.0,0.0,0.0,14290075.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2025Q3,56,5.698970004336019,0.7321428571428571,0.17857142857142858,214.0,0.0,0.0,29022717.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2025Q4,7,6.0,1.0,0.0,345.0,0.0,0.0,9500000.0
KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),2026Q1,8,5.698970004336019,1.0,0.0,345.0,0.0,0.0,4000000.0
KORAPUT(District Collector Koraput_IDA),2023Q2,93,5.3979400086720375,0.989247311827957,0.8279569892473119,979.0,0.0,0.0,29043677.0
KORAPUT(District Collector Koraput_IDA),2024Q1,87,5.3979400086720375,1.0,0.3448275862068966,745.0,0.0,0.0,25800000.0
KORAPUT(District Collector Koraput_IDA),2024Q4,18,5.477121254719663,1.0,0.1111111111111111,455.0,0.0,0.0,6600000.0
KORAPUT(District Collector Koraput_IDA),2025Q1,4,5.477121254719663,1.0,0.0,345.0,0.0,0.0,1800000.0
KORAPUT(District Collector Koraput_IDA),2025Q2,63,5.3979400086720375,0.9841269841269841,0.4444444444444444,251.0,0.0,0.0,21647405.0
KORAPUT(District Collector Koraput_IDA),2025Q3,85,5.3979400086720375,0.9058823529411765,0.5882352941176471,149.0,0.0,0.0,29950000.0
KORAPUT(District Collector Koraput_IDA),2025Q4,1,6.176091259055681,1.0,0.0,345.0,0.0,0.0,1500000.0
KORAPUT(District Collector Koraput_IDA),2026Q1,49,5.477121254719663,0.9795918367346939,0.0,345.0,0.0,0.0,14910000.0
KORBA(Collector-Korba),2023Q3,18,5.679859704940001,0.6666666666666666,0.6666666666666666,670.5,0.0,0.0,8597992.0
KORBA(Collector-Korba),2023Q4,26,5.477121254719663,0.7307692307692307,0.8076923076923077,407.0,0.0,0.0,10104715.0
KORBA(Collector-Korba),2024Q1,37,5.6411557095034235,0.5135135135135135,0.8918918918918919,159.0,0.0,0.0,19538355.0
KORBA(Collector-Korba),2024Q3,22,5.574031267727719,0.9090909090909091,0.3181818181818182,198.0,0.0,0.0,8094206.0
KORBA(Collector-Korba),2024Q4,55,5.477121254719663,0.7272727272727273,0.5272727272727272,292.0,0.0,0.0,19116366.0
KORBA(Collector-Korba),2025Q2,56,5.43915578150395,0.9464285714285714,0.17857142857142858,119.5,0.39285714285714285,0.0,18999460.0
KORBA(Collector-Korba),2025Q3,13,5.3979400086720375,0.8461538461538461,0.15384615384615385,128.5,0.07692307692307693,0.0,3969236.0
KORBA(Collector-Korba),2025Q4,14,5.544068044350276,1.0,0.0,345.0,0.5,0.0,5850000.0
KORBA(Collector-Korba),2026Q1,9,5.477121254719663,0.8888888888888888,0.0,345.0,0.0,0.0,3270000.0
KOREA(Collector Korea_IDA),2024Q1,8,5.69865546125278,0.375,0.875,714.0,0.0,0.0,3976197.0
KOREA(Collector Korea_IDA),2024Q4,1,5.477121254719663,1.0,1.0,465.0,0.0,0.0,300000.0
KOREA(Collector Korea_IDA),2025Q2,2,5.628388930050312,1.0,0.0,345.0,0.0,0.0,850000.0
KOREA(Collector Korea_IDA),2025Q3,5,5.653060001381288,0.8,0.2,135.0,0.0,0.0,2349842.0
KOREA(Collector Korea_IDA),2025Q4,6,5.6020599913279625,0.8333333333333334,0.0,345.0,0.0,0.0,2370000.0
KOREA(Collector Korea_IDA),2026Q1,11,6.0,1.0,0.0,345.0,0.0,0.0,9100000.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2023Q3,139,5.473965525094663,0.1510791366906475,0.6762589928057554,906.0,0.0,0.0,51969109.51
KOTA(DISTRICT COLLECTOR KOTA_IDA),2023Q4,10,5.944606033742222,0.3,0.6,874.0,0.0,0.0,12216869.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2024Q1,41,5.698970004336019,0.2926829268292683,0.6341463414634146,726.5,0.0,0.0,24609357.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2024Q3,6,6.096784570646934,0.5,0.6666666666666666,567.0,0.0,0.0,8698095.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2024Q4,6,5.8750612633917,0.6666666666666666,0.5,539.0,0.0,0.0,4453439.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2025Q2,8,6.0,0.625,0.25,339.0,0.0,0.0,7050459.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2025Q3,1,5.47567118832443,0.0,0.0,345.0,0.0,0.0,299000.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2025Q4,8,5.740362689494244,0.75,0.25,133.5,0.0,0.0,8695500.0
KOTA(DISTRICT COLLECTOR KOTA_IDA),2026Q1,2,5.638489256954637,0.0,0.0,345.0,0.0,0.0,870000.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2022Q3,2,5.258049126672487,0.0,1.0,773.5,0.0,0.0,362309.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2022Q4,2,5.335176972770027,0.0,0.5,410.0,0.0,0.0,432720.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2023Q2,3,5.344201613900402,0.0,1.0,841.0,0.0,0.0,912234.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2023Q3,49,5.556321802315341,0.02040816326530612,0.9387755102040817,138.5,0.0,0.40816326530612246,27895433.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2023Q4,124,5.3762958520244295,0.21774193548387097,0.5645161290322581,359.0,0.0,0.04838709677419355,49296981.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2024Q1,50,5.6450826598045385,0.24,0.74,164.0,0.0,0.56,28519459.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2024Q2,1,6.99643724031062,0.0,1.0,372.0,0.0,0.0,9918300.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2024Q3,43,5.340033423191539,0.3488372093023256,0.6744186046511628,513.5,0.0,0.023255813953488372,19938099.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2024Q4,111,5.525046103436349,0.6846846846846847,0.26126126126126126,448.0,0.0,0.0,58819871.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2025Q1,24,5.3979400086720375,0.7083333333333334,0.08333333333333333,448.5,0.20833333333333334,0.0,13695832.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2025Q2,128,5.477121254719663,0.9140625,0.0390625,347.0,0.0,0.0,67001963.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2025Q3,79,5.3979400086720375,0.9240506329113924,0.0379746835443038,299.0,0.0,0.0,32231243.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2025Q4,17,5.845098040014257,0.9411764705882353,0.0,345.0,0.0,0.0,23040000.0
KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),2026Q1,24,5.574031267727719,0.9166666666666666,0.0,345.0,0.16666666666666666,0.0,11330000.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2021Q3,1,5.477121254719663,1.0,0.0,345.0,0.0,0.0,300000.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2022Q2,1,5.845646765523654,0.0,1.0,1380.0,0.0,0.0,700885.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2022Q3,2,5.680158223430247,0.5,0.5,1254.0,0.0,0.0,957609.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2022Q4,4,5.6574717727942865,0.0,1.0,935.0,0.0,0.0,2014111.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2023Q1,5,5.576754712360347,0.2,0.8,1138.0,0.0,0.0,1734136.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2023Q2,10,6.032390474680293,0.3,0.6,765.0,0.0,0.0,14157537.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2023Q3,19,5.12890306820006,0.0,1.0,913.0,0.0,0.0,2841183.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2023Q4,40,5.497688999177952,0.125,0.875,737.0,0.0,0.0,15799910.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2024Q1,174,5.508576175896118,0.09195402298850575,0.8908045977011494,720.0,0.0,0.06321839080459771,123855123.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2024Q2,3,5.136359032986744,0.0,1.0,361.5,0.0,0.3333333333333333,755288.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2024Q3,16,6.0,0.6875,0.3125,339.0,0.0,0.0,16257361.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2024Q4,11,5.653212513775344,0.7272727272727273,0.09090909090909091,493.0,0.0,0.0,5270703.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2025Q1,241,5.380211241711606,0.5850622406639004,0.0995850622406639,383.0,0.17012448132780084,0.008298755186721992,108046466.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2025Q2,26,5.544068044350276,1.0,0.0,345.0,0.07692307692307693,0.0,14550000.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2025Q3,65,5.778151250383644,1.0,0.0,345.0,0.0,0.0,45350000.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2025Q4,116,5.477121254719663,0.5431034482758621,0.0,345.0,0.0,0.0,37245600.0
KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),2026Q1,79,5.698970004336019,0.9873417721518988,0.0,345.0,0.0,0.0,53995000.0
KRA DAADI(DC KRADAADI_IDA),2023Q4,8,5.477121254719663,1.0,1.0,594.0,0.0,0.0,3100000.0
KRA DAADI(DC KRADAADI_IDA),2024Q1,1,5.477121254719663,1.0,1.0,582.0,0.0,0.0,300000.0
KRA DAADI(DC KRADAADI_IDA),2024Q3,1,6.0,1.0,1.0,552.0,0.0,0.0,1000000.0
KRA DAADI(DC KRADAADI_IDA),2025Q3,3,6.0,1.0,0.0,345.0,0.0,0.0,3000000.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2023Q3,4,6.3979400086720375,1.0,0.0,345.0,0.0,0.0,12500000.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2023Q4,90,5.697408081814524,0.26666666666666666,0.6888888888888889,846.0,0.0,0.0,69760457.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2024Q1,18,5.698826663504453,0.5,0.2222222222222222,798.0,0.0,0.0,15191984.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2024Q3,6,5.643939011305323,0.3333333333333333,0.16666666666666666,580.0,0.0,0.0,3873986.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2024Q4,6,5.542532272594429,0.0,1.0,532.0,0.0,0.0,2260276.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2025Q1,5,6.176091259055681,1.0,0.0,345.0,0.0,0.0,9900000.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2025Q2,8,5.958669457935903,0.625,0.375,384.0,0.0,0.0,9348869.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2025Q3,5,6.0,1.0,0.0,345.0,0.0,0.0,7500000.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2025Q4,10,5.698970004336019,0.9,0.0,345.0,0.0,0.0,8042000.0
KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),2026Q1,10,5.698970004336019,1.0,0.0,345.0,0.0,0.0,4500000.0
KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),2023Q4,71,5.954242509439325,0.29577464788732394,0.19718309859154928,888.0,0.0,0.028169014084507043,62742457.0
KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),2024Q1,44,5.816241299991783,0.4090909090909091,0.20454545454545456,788.0,0.0,0.045454545454545456,33483037.0
KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),2025Q1,30,5.984765547397128,0.43333333333333335,0.1,433.0,0.0,0.0,26754861.0
KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),2025Q2,13,6.0,0.8461538461538461,0.15384615384615385,403.0,0.0,0.0,11983769.0
KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),2025Q3,7,6.0,1.0,0.0,345.0,0.0,0.0,6250000.0
KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),2025Q4,20,5.7923916894982534,0.4,0.0,345.0,0.0,0.0,12115000.0
KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),2026Q1,37,5.7923916894982534,0.5945945945945946,0.0,345.0,0.0,0.0,30006000.0
KULGAM(Deputy Commissioner Kulgam_IDA),2023Q4,22,5.482890726473643,0.3181818181818182,0.09090909090909091,108.5,0.0,0.0,8988388.0
KULGAM(Deputy Commissioner Kulgam_IDA),2024Q1,4,4.921686475483602,0.25,0.75,714.0,0.5,0.0,459000.0
KULGAM(Deputy Commissioner Kulgam_IDA),2025Q3,2,6.3979400086720375,1.0,0.0,345.0,0.0,0.0,5000000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2023Q4,23,5.301029995663981,1.0,0.0,345.0,0.0,0.0,5000000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2024Q1,79,5.301029995663981,1.0,0.012658227848101266,717.0,0.02531645569620253,0.0,23450000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2024Q3,4,5.86717275117865,0.75,0.0,345.0,0.0,0.0,3673000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2024Q4,11,5.698970004336019,0.9090909090909091,0.0,345.0,0.0,0.0,6230000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2025Q1,1,5.6020599913279625,1.0,0.0,345.0,0.0,0.0,400000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2025Q3,1,4.698970004336019,1.0,0.0,345.0,0.0,0.0,50000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2025Q4,5,5.698970004336019,1.0,0.0,345.0,0.0,0.0,2800000.0
KULLU(DEPUTY COMMISSIONER KULLU_IDA),2026Q1,4,5.477121254719663,1.0,0.0,345.0,0.0,0.0,1700000.0
KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA),2022Q2,2,5.477121254719663,1.0,0.0,345.0,0.0,0.0,600000.0
KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA),2023Q3,2,5.574031267727719,1.0,0.0,345.0,0.0,0.0,750000.0
KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA),2024Q1,32,5.3979400086720375,0.96875,0.0,345.0,0.0,0.0,10590000.0
KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA),2025Q2,59,5.0,1.0,0.0,345.0,0.0,0.0,9550000.0
KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA),2025Q3,4,5.698970004336019,1.0,0.0,345.0,0.0,0.0,1800000.0
KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA),2026Q1,3,5.698970004336019,1.0,0.0,345.0,0.0,0.0,6000000.0
KUPWARA(Deputy Commissioner Kupwara_IDA),2023Q4,19,5.47567118832443,0.21052631578947367,0.42105263157894735,784.0,0.0,0.0,6655338.0
KUPWARA(Deputy Commissioner Kupwara_IDA),2024Q1,5,5.231212097781996,0.8,0.2,716.0,0.0,0.0,970299.0
KUPWARA(Deputy Commissioner Kupwara_IDA),2024Q4,1,6.301029995663981,1.0,0.0,345.0,0.0,0.0,2000000.0
KUPWARA(Deputy Commissioner Kupwara_IDA),2025Q2,12,5.392477112970536,0.25,0.5833333333333334,258.0,0.0,0.0,7839234.0
KUPWARA(Deputy Commissioner Kupwara_IDA),2025Q3,1,6.478277831919605,0.0,0.0,345.0,0.0,0.0,3008000.0
KUPWARA(Deputy Commissioner Kupwara_IDA),2025Q4,20,5.443919801103023,0.45,0.05,93.0,0.0,0.0,8449440.0
KUPWARA(Deputy Commissioner Kupwara_IDA),2026Q1,5,5.925827574624742,0.4,0.0,345.0,0.0,0.0,6062000.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2023Q3,295,5.301029995663981,0.3864406779661017,0.9220338983050848,44.0,0.006779661016949152,0.13220338983050847,91662520.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2023Q4,1,6.431363764158987,1.0,0.0,345.0,0.0,0.0,2700000.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2024Q1,80,5.301029995663981,0.775,0.9,565.0,0.025,0.0,20198102.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2024Q3,1,6.476901880609675,0.0,1.0,530.0,0.0,0.0,2998485.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2024Q4,4,5.698970004336019,1.0,0.0,345.0,0.0,0.0,2000000.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2025Q1,57,5.300932268410825,0.21052631578947367,1.0,295.0,0.0,0.0,11397869.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2025Q2,83,5.300932268410825,0.13253012048192772,0.963855421686747,216.0,0.0,0.0,31382542.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2025Q3,13,5.698970004336019,0.8461538461538461,0.23076923076923078,147.0,0.0,0.0,10031051.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2025Q4,4,6.041381235425501,0.25,0.5,104.5,0.0,0.0,6014128.0
KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),2026Q1,10,5.698970004336019,1.0,0.0,345.0,0.0,0.0,13500000.0
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2023Q4,23,5.686944383915644,0.08695652173913043,0.782608695652174,755.0,0.0,0.0,12918977.76
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2024Q1,25,5.6575682857586225,0.08,0.92,538.0,0.0,0.0,12055515.62
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2024Q4,42,5.285792394454678,0.11904761904761904,0.9285714285714286,258.0,0.047619047619047616,0.0,11785630.0
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2025Q1,24,5.3330137713740235,0.125,0.7083333333333334,292.0,0.0,0.0,7482834.0
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2025Q2,19,5.903089986991944,0.5263157894736842,0.2631578947368421,289.0,0.0,0.0,15711438.0
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2025Q3,12,5.436004331371773,0.08333333333333333,0.6666666666666666,194.0,0.0,0.0,4519685.0
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2025Q4,6,5.732393759822968,0.3333333333333333,0.0,345.0,0.0,0.0,3960698.0
KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),2026Q1,3,5.653212513775344,0.6666666666666666,0.0,345.0,0.0,0.0,1790000.0
KURUNG KUMEY(Deputy Commissioner Kurung Kumey_IDA),2023Q4,2,5.544068044350276,1.0,0.0,345.0,0.0,0.0,700000.0
KURUNG KUMEY(Deputy Commissioner Kurung Kumey_IDA),2025Q2,1,6.0,1.0,0.0,345.0,0.0,0.0,1000000.0
KURUNG KUMEY(Deputy Commissioner Kurung Kumey_IDA),2025Q3,4,6.146128035678238,1.0,0.0,345.0,0.0,0.0,5200000.0
Kabeerdham(District Collector Kabirdham_IDA),2023Q3,37,5.476241642042731,0.24324324324324326,0.918918918918919,693.5,0.05405405405405406,0.0,14508659.0
Kabeerdham(District Collector Kabirdham_IDA),2023Q4,2,5.874406142976092,0.0,1.0,31.5,0.0,0.0,1497739.0
Kabeerdham(District Collector Kabirdham_IDA),2024Q1,24,5.301029995663981,0.375,0.8333333333333334,528.5,0.0,0.0,5724051.0
Kabeerdham(District Collector Kabirdham_IDA),2024Q4,5,5.999999565705301,0.0,1.0,402.0,1.0,0.0,4999993.0
Kabeerdham(District Collector Kabirdham_IDA),2025Q3,24,5.6987206477312125,0.2916666666666667,0.5416666666666666,153.0,0.0,0.0,11667450.0
Kabeerdham(District Collector Kabirdham_IDA),2026Q1,52,5.6989265727162115,0.6730769230769231,0.0,345.0,0.0,0.0,23694400.0
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2023Q3,2,5.695734211839664,0.5,0.0,345.0,0.0,0.0,992577.0
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2023Q4,39,5.697158698755312,0.05128205128205128,0.9487179487179487,606.0,0.0,0.48717948717948717,36820771.0
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2024Q1,97,5.679374287917723,0.0,1.0,126.0,0.0,0.0,43132637.35
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2024Q3,1,6.3979400086720375,1.0,0.0,345.0,0.0,0.0,2500000.0
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2025Q1,12,5.819597889989489,0.9166666666666666,0.08333333333333333,303.0,0.0,0.0,18720164.0
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2025Q2,19,5.698970004336019,0.7894736842105263,0.21052631578947367,303.0,0.0,0.0,16098890.0
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2025Q3,8,6.213916009644023,0.5,0.5,200.0,0.0,0.0,18365822.0
Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),2025Q4,5,6.0,0.8,0.0,345.0,0.0,0.0,56623000.0
